,ds_provincia,cod_provincia,value,anio,trimestre,sector
5050,Badajoz,6,29.7,2012,4,Industria
5051,"Balears, Illes",7,34.9,2012,4,Industria
5052,Barcelona,8,467.2,2012,4,Industria
5053,Bizkaia,48,84.9,2012,4,Industria
5054,Burgos,9,36.3,2012,4,Industria
5055,CÃ¡ceres,10,16.4,2012,4,Industria
5056,CÃ¡diz,11,42.6,2012,4,Industria
5057,Cantabria,39,39.7,2012,4,Industria
5058,CastellÃ³n/CastellÃ³,12,50.2,2012,4,Industria
5059,Ciudad Real,13,32.8,2012,4,Industria
5060,CÃ³rdoba,14,32.9,2012,4,Industria
5061,"CoruÃ±a, A",15,65.9,2012,4,Industria
5062,Cuenca,16,14.1,2012,4,Industria
5063,Gipuzkoa,20,71.7,2012,4,Industria
5064,Girona,17,63.5,2012,4,Industria
5065,Granada,18,32.3,2012,4,Industria
5066,Guadalajara,19,17.5,2012,4,Industria
5067,Huelva,21,22.1,2012,4,Industria
5068,Huesca,22,13.8,2012,4,Industria
5069,JaÃ©n,23,26.6,2012,4,Industria
5070,LeÃ³n,24,26.9,2012,4,Industria
5071,Lleida,25,28.6,2012,4,Industria
5072,Lugo,27,16.0,2012,4,Industria
5073,Madrid,28,306.4,2012,4,Industria
5074,MÃ¡laga,29,29.6,2012,4,Industria
5075,Murcia,30,81.8,2012,4,Industria
5076,Navarra,31,74.4,2012,4,Industria
5077,Ourense,32,19.6,2012,4,Industria
5078,Palencia,34,12.0,2012,4,Industria
5079,"Palmas, Las",35,22.9,2012,4,Industria
5080,Pontevedra,36,73.7,2012,4,Industria
5081,"Rioja, La",26,34.0,2012,4,Industria
5082,Salamanca,37,18.4,2012,4,Industria
5083,Santa Cruz de Tenerife,38,22.2,2012,4,Industria
5084,Segovia,40,6.6,2012,4,Industria
5085,Sevilla,41,76.2,2012,4,Industria
5086,Soria,42,9.0,2012,4,Industria
5087,Tarragona,43,58.3,2012,4,Industria
5088,Teruel,44,11.8,2012,4,Industria
5089,Toledo,45,54.5,2012,4,Industria
5090,Valencia/ValÃ¨ncia,46,172.1,2012,4,Industria
5091,Valladolid,47,39.1,2012,4,Industria
5092,Zamora,49,7.2,2012,4,Industria
5093,Zaragoza,50,80.4,2012,4,Industria
5094,Ceuta,51,1.1,2012,4,Industria
5095,Melilla,52,0.7,2012,4,Industria
5096,Albacete,2,35.6,2012,4,ParadosActivos
5097,Alicante/Alacant,3,150.4,2012,4,ParadosActivos
5098,AlmerÃ­a,4,65.9,2012,4,ParadosActivos
5099,Araba/Ã�lava,1,18.5,2012,4,ParadosActivos
5100,Asturias,33,60.7,2012,4,ParadosActivos
5101,Ã�vila,5,9.7,2012,4,ParadosActivos
5102,Badajoz,6,56.0,2012,4,ParadosActivos
5103,"Balears, Illes",7,71.7,2012,4,ParadosActivos
5104,Barcelona,8,416.5,2012,4,ParadosActivos
5105,Bizkaia,48,57.7,2012,4,ParadosActivos
5106,Burgos,9,17.0,2012,4,ParadosActivos
5107,CÃ¡ceres,10,30.2,2012,4,ParadosActivos
5108,CÃ¡diz,11,133.8,2012,4,ParadosActivos
5109,Cantabria,39,30.5,2012,4,ParadosActivos
5110,CastellÃ³n/CastellÃ³,12,40.6,2012,4,ParadosActivos
5111,Ciudad Real,13,40.9,2012,4,ParadosActivos
5112,CÃ³rdoba,14,64.7,2012,4,ParadosActivos
5113,"CoruÃ±a, A",15,60.1,2012,4,ParadosActivos
5114,Cuenca,16,14.5,2012,4,ParadosActivos
5115,Gipuzkoa,20,22.2,2012,4,ParadosActivos
5116,Girona,17,49.5,2012,4,ParadosActivos
5117,Granada,18,86.1,2012,4,ParadosActivos
5118,Guadalajara,19,16.1,2012,4,ParadosActivos
5119,Huelva,21,38.3,2012,4,ParadosActivos
5120,Huesca,22,8.8,2012,4,ParadosActivos
5121,JaÃ©n,23,40.4,2012,4,ParadosActivos
5122,LeÃ³n,24,30.6,2012,4,ParadosActivos
5123,Lleida,25,20.3,2012,4,ParadosActivos
5124,Lugo,27,14.1,2012,4,ParadosActivos
5125,Madrid,28,345.5,2012,4,ParadosActivos
5126,MÃ¡laga,29,149.7,2012,4,ParadosActivos
5127,Murcia,30,110.5,2012,4,ParadosActivos
5128,Navarra,31,28.4,2012,4,ParadosActivos
5129,Ourense,32,19.6,2012,4,ParadosActivos
5130,Palencia,34,7.2,2012,4,ParadosActivos
5131,"Palmas, Las",35,115.4,2012,4,ParadosActivos
5132,Pontevedra,36,64.3,2012,4,ParadosActivos
5133,"Rioja, La",26,14.4,2012,4,ParadosActivos
5134,Salamanca,37,21.2,2012,4,ParadosActivos
5135,Santa Cruz de Tenerife,38,97.4,2012,4,ParadosActivos
5136,Segovia,40,8.9,2012,4,ParadosActivos
5137,Sevilla,41,176.0,2012,4,ParadosActivos
5138,Soria,42,3.7,2012,4,ParadosActivos
5139,Tarragona,43,54.1,2012,4,ParadosActivos
5140,Teruel,44,5.4,2012,4,ParadosActivos
5141,Toledo,45,64.7,2012,4,ParadosActivos
5142,Valencia/ValÃ¨ncia,46,196.8,2012,4,ParadosActivos
5143,Valladolid,47,27.0,2012,4,ParadosActivos
5144,Zamora,49,11.0,2012,4,ParadosActivos
5145,Zaragoza,50,55.9,2012,4,ParadosActivos
5146,Ceuta,51,10.0,2012,4,ParadosActivos
5147,Melilla,52,6.0,2012,4,ParadosActivos
5148,Albacete,2,100.9,2012,4,Servicios
5149,Alicante/Alacant,3,512.2,2012,4,Servicios
5150,AlmerÃ­a,4,201.2,2012,4,Servicios
5151,Araba/Ã�lava,1,99.7,2012,4,Servicios
5152,Asturias,33,311.4,2012,4,Servicios
5153,Ã�vila,5,43.6,2012,4,Servicios
5154,Badajoz,6,184.6,2012,4,Servicios
5155,"Balears, Illes",7,445.0,2012,4,Servicios
5156,Barcelona,8,1825.4,2012,4,Servicios
5157,Bizkaia,48,388.8,2012,4,Servicios
5158,Burgos,9,103.8,2012,4,Servicios
5159,CÃ¡ceres,10,100.8,2012,4,Servicios
5160,CÃ¡diz,11,357.8,2012,4,Servicios
5161,Cantabria,39,187.4,2012,4,Servicios
5162,CastellÃ³n/CastellÃ³,12,165.8,2012,4,Servicios
5163,Ciudad Real,13,121.5,2012,4,Servicios
5164,CÃ³rdoba,14,203.9,2012,4,Servicios
5165,"CoruÃ±a, A",15,363.6,2012,4,Servicios
5166,Cuenca,16,47.3,2012,4,Servicios
5167,Gipuzkoa,20,212.3,2012,4,Servicios
5168,Girona,17,235.4,2012,4,Servicios
5169,Granada,18,258.2,2012,4,Servicios
5170,Guadalajara,19,92.5,2012,4,Servicios
5171,Huelva,21,133.8,2012,4,Servicios
5172,Huesca,22,66.9,2012,4,Servicios
5173,JaÃ©n,23,165.1,2012,4,Servicios
5174,LeÃ³n,24,132.1,2012,4,Servicios
5175,Lleida,25,133.7,2012,4,Servicios
5176,Lugo,27,89.8,2012,4,Servicios
5177,Madrid,28,2595.4,2012,4,Servicios
5178,MÃ¡laga,29,529.8,2012,4,Servicios
5179,Murcia,30,397.4,2012,4,Servicios
5180,Navarra,31,182.0,2012,4,Servicios
5181,Ourense,32,82.3,2012,4,Servicios
5182,Palencia,34,45.5,2012,4,Servicios
5183,"Palmas, Las",35,397.7,2012,4,Servicios
5184,Pontevedra,36,263.3,2012,4,Servicios
5185,"Rioja, La",26,84.7,2012,4,Servicios
5186,Salamanca,37,98.4,2012,4,Servicios
5187,Santa Cruz de Tenerife,38,347.5,2012,4,Servicios
5188,Segovia,40,50.7,2012,4,Servicios
5189,Sevilla,41,576.0,2012,4,Servicios
5190,Soria,42,24.7,2012,4,Servicios
5191,Tarragona,43,236.6,2012,4,Servicios
5192,Teruel,44,36.3,2012,4,Servicios
5193,Toledo,45,188.9,2012,4,Servicios
5194,Valencia/ValÃ¨ncia,46,812.9,2012,4,Servicios
5195,Valladolid,47,166.4,2012,4,Servicios
5196,Zamora,49,40.3,2012,4,Servicios
5197,Zaragoza,50,309.2,2012,4,Servicios
5198,Ceuta,51,24.8,2012,4,Servicios
5199,Melilla,52,25.6,2012,4,Servicios
5200,Albacete,2,12.8,2013,1,Agricultura
5201,Alicante/Alacant,3,37.1,2013,1,Agricultura
5202,AlmerÃ­a,4,52.4,2013,1,Agricultura
5203,Araba/Ã�lava,1,4.8,2013,1,Agricultura
5204,Asturias,33,18.3,2013,1,Agricultura
5205,Ã�vila,5,8.3,2013,1,Agricultura
5206,Badajoz,6,35.7,2013,1,Agricultura
5207,"Balears, Illes",7,4.9,2013,1,Agricultura
5208,Barcelona,8,13.1,2013,1,Agricultura
5209,Bizkaia,48,8.0,2013,1,Agricultura
5210,Burgos,9,8.2,2013,1,Agricultura
5211,CÃ¡ceres,10,20.4,2013,1,Agricultura
5212,CÃ¡diz,11,19.4,2013,1,Agricultura
5213,Cantabria,39,8.1,2013,1,Agricultura
5214,CastellÃ³n/CastellÃ³,12,13.4,2013,1,Agricultura
5215,Ciudad Real,13,21.8,2013,1,Agricultura
5216,CÃ³rdoba,14,51.6,2013,1,Agricultura
5217,"CoruÃ±a, A",15,24.1,2013,1,Agricultura
5218,Cuenca,16,11.9,2013,1,Agricultura
5219,Gipuzkoa,20,3.2,2013,1,Agricultura
5220,Girona,17,6.9,2013,1,Agricultura
5221,Granada,18,47.1,2013,1,Agricultura
5222,Guadalajara,19,2.0,2013,1,Agricultura
5223,Huelva,21,48.4,2013,1,Agricultura
5224,Huesca,22,12.8,2013,1,Agricultura
5225,JaÃ©n,23,53.3,2013,1,Agricultura
5226,LeÃ³n,24,10.1,2013,1,Agricultura
5227,Lleida,25,24.9,2013,1,Agricultura
5228,Lugo,27,24.7,2013,1,Agricultura
5229,Madrid,28,10.2,2013,1,Agricultura
5230,MÃ¡laga,29,25.1,2013,1,Agricultura
5231,Murcia,30,83.2,2013,1,Agricultura
5232,Navarra,31,14.8,2013,1,Agricultura
5233,Ourense,32,6.5,2013,1,Agricultura
5234,Palencia,34,7.1,2013,1,Agricultura
5235,"Palmas, Las",35,11.5,2013,1,Agricultura
5236,Pontevedra,36,22.1,2013,1,Agricultura
5237,"Rioja, La",26,10.5,2013,1,Agricultura
5238,Salamanca,37,10.9,2013,1,Agricultura
5239,Santa Cruz de Tenerife,38,18.0,2013,1,Agricultura
5240,Segovia,40,6.9,2013,1,Agricultura
5241,Sevilla,41,61.4,2013,1,Agricultura
5242,Soria,42,4.3,2013,1,Agricultura
5243,Tarragona,43,17.8,2013,1,Agricultura
5244,Teruel,44,5.1,2013,1,Agricultura
5245,Toledo,45,16.0,2013,1,Agricultura
5246,Valencia/ValÃ¨ncia,46,32.3,2013,1,Agricultura
5247,Valladolid,47,12.3,2013,1,Agricultura
5248,Zamora,49,8.8,2013,1,Agricultura
5249,Zaragoza,50,18.5,2013,1,Agricultura
5250,Ceuta,51,0.0,2013,1,Agricultura
5251,Melilla,52,0.0,2013,1,Agricultura
5252,Albacete,2,14.1,2013,1,Construccion
5253,Alicante/Alacant,3,53.2,2013,1,Construccion
5254,AlmerÃ­a,4,19.7,2013,1,Construccion
5255,Araba/Ã�lava,1,8.6,2013,1,Construccion
5256,Asturias,33,34.8,2013,1,Construccion
5257,Ã�vila,5,7.0,2013,1,Construccion
5258,Badajoz,6,21.2,2013,1,Construccion
5259,"Balears, Illes",7,48.5,2013,1,Construccion
5260,Barcelona,8,147.2,2013,1,Construccion
5261,Bizkaia,48,35.9,2013,1,Construccion
5262,Burgos,9,15.1,2013,1,Construccion
5263,CÃ¡ceres,10,15.2,2013,1,Construccion
5264,CÃ¡diz,11,27.4,2013,1,Construccion
5265,Cantabria,39,21.7,2013,1,Construccion
5266,CastellÃ³n/CastellÃ³,12,20.2,2013,1,Construccion
5267,Ciudad Real,13,22.0,2013,1,Construccion
5268,CÃ³rdoba,14,21.3,2013,1,Construccion
5269,"CoruÃ±a, A",15,37.1,2013,1,Construccion
5270,Cuenca,16,6.4,2013,1,Construccion
5271,Gipuzkoa,20,21.9,2013,1,Construccion
5272,Girona,17,31.1,2013,1,Construccion
5273,Granada,18,20.3,2013,1,Construccion
5274,Guadalajara,19,7.3,2013,1,Construccion
5275,Huelva,21,13.1,2013,1,Construccion
5276,Huesca,22,8.0,2013,1,Construccion
5277,JaÃ©n,23,15.4,2013,1,Construccion
5278,LeÃ³n,24,16.7,2013,1,Construccion
5279,Lleida,25,16.2,2013,1,Construccion
5280,Lugo,27,11.2,2013,1,Construccion
5281,Madrid,28,187.6,2013,1,Construccion
5282,MÃ¡laga,29,50.3,2013,1,Construccion
5283,Murcia,30,49.7,2013,1,Construccion
5284,Navarra,31,18.2,2013,1,Construccion
5285,Ourense,32,10.0,2013,1,Construccion
5286,Palencia,34,4.8,2013,1,Construccion
5287,"Palmas, Las",35,37.0,2013,1,Construccion
5288,Pontevedra,36,32.6,2013,1,Construccion
5289,"Rioja, La",26,10.8,2013,1,Construccion
5290,Salamanca,37,7.9,2013,1,Construccion
5291,Santa Cruz de Tenerife,38,28.5,2013,1,Construccion
5292,Segovia,40,6.6,2013,1,Construccion
5293,Sevilla,41,49.7,2013,1,Construccion
5294,Soria,42,3.4,2013,1,Construccion
5295,Tarragona,43,31.6,2013,1,Construccion
5296,Teruel,44,6.0,2013,1,Construccion
5297,Toledo,45,28.7,2013,1,Construccion
5298,Valencia/ValÃ¨ncia,46,82.1,2013,1,Construccion
5299,Valladolid,47,20.1,2013,1,Construccion
5300,Zamora,49,7.2,2013,1,Construccion
5301,Zaragoza,50,30.1,2013,1,Construccion
5302,Ceuta,51,1.1,2013,1,Construccion
5303,Melilla,52,2.4,2013,1,Construccion
5304,Albacete,2,22.3,2013,1,Industria
5305,Alicante/Alacant,3,118.8,2013,1,Industria
5306,AlmerÃ­a,4,14.7,2013,1,Industria
5307,Araba/Ã�lava,1,38.5,2013,1,Industria
5308,Asturias,33,60.6,2013,1,Industria
5309,Ã�vila,5,7.0,2013,1,Industria
5310,Badajoz,6,32.1,2013,1,Industria
5311,"Balears, Illes",7,29.4,2013,1,Industria
5312,Barcelona,8,461.0,2013,1,Industria
5313,Bizkaia,48,83.0,2013,1,Industria
5314,Burgos,9,37.7,2013,1,Industria
5315,CÃ¡ceres,10,16.3,2013,1,Industria
5316,CÃ¡diz,11,41.8,2013,1,Industria
5317,Cantabria,39,39.5,2013,1,Industria
5318,CastellÃ³n/CastellÃ³,12,52.1,2013,1,Industria
5319,Ciudad Real,13,31.2,2013,1,Industria
5320,CÃ³rdoba,14,32.6,2013,1,Industria
5321,"CoruÃ±a, A",15,64.5,2013,1,Industria
5322,Cuenca,16,15.3,2013,1,Industria
5323,Gipuzkoa,20,73.2,2013,1,Industria
5324,Girona,17,71.8,2013,1,Industria
5325,Granada,18,29.4,2013,1,Industria
5326,Guadalajara,19,19.3,2013,1,Industria
5327,Huelva,21,22.1,2013,1,Industria
5328,Huesca,22,13.0,2013,1,Industria
5329,JaÃ©n,23,24.5,2013,1,Industria
5330,LeÃ³n,24,24.5,2013,1,Industria
5331,Lleida,25,28.9,2013,1,Industria
5332,Lugo,27,14.8,2013,1,Industria
5333,Madrid,28,291.7,2013,1,Industria
5334,MÃ¡laga,29,26.6,2013,1,Industria
5335,Murcia,30,80.7,2013,1,Industria
5336,Navarra,31,75.8,2013,1,Industria
5337,Ourense,32,19.6,2013,1,Industria
5338,Palencia,34,11.2,2013,1,Industria
5339,"Palmas, Las",35,24.7,2013,1,Industria
5340,Pontevedra,36,73.6,2013,1,Industria
5341,"Rioja, La",26,36.1,2013,1,Industria
5342,Salamanca,37,17.3,2013,1,Industria
5343,Santa Cruz de Tenerife,38,22.8,2013,1,Industria
5344,Segovia,40,7.6,2013,1,Industria
5345,Sevilla,41,73.0,2013,1,Industria
5346,Soria,42,8.9,2013,1,Industria
5347,Tarragona,43,58.6,2013,1,Industria
5348,Teruel,44,11.3,2013,1,Industria
5349,Toledo,45,50.4,2013,1,Industria
5350,Valencia/ValÃ¨ncia,46,176.7,2013,1,Industria
5351,Valladolid,47,36.4,2013,1,Industria
5352,Zamora,49,8.5,2013,1,Industria
5353,Zaragoza,50,75.7,2013,1,Industria
5354,Ceuta,51,1.0,2013,1,Industria
5355,Melilla,52,0.8,2013,1,Industria
5356,Albacete,2,35.7,2013,1,ParadosActivos
5357,Alicante/Alacant,3,151.7,2013,1,ParadosActivos
5358,AlmerÃ­a,4,57.3,2013,1,ParadosActivos
5359,Araba/Ã�lava,1,16.4,2013,1,ParadosActivos
5360,Asturias,33,70.2,2013,1,ParadosActivos
5361,Ã�vila,5,11.2,2013,1,ParadosActivos
5362,Badajoz,6,51.9,2013,1,ParadosActivos
5363,"Balears, Illes",7,72.4,2013,1,ParadosActivos
5364,Barcelona,8,429.5,2013,1,ParadosActivos
5365,Bizkaia,48,59.3,2013,1,ParadosActivos
5366,Burgos,9,20.5,2013,1,ParadosActivos
5367,CÃ¡ceres,10,30.6,2013,1,ParadosActivos
5368,CÃ¡diz,11,137.6,2013,1,ParadosActivos
5369,Cantabria,39,30.3,2013,1,ParadosActivos
5370,CastellÃ³n/CastellÃ³,12,42.9,2013,1,ParadosActivos
5371,Ciudad Real,13,47.4,2013,1,ParadosActivos
5372,CÃ³rdoba,14,67.2,2013,1,ParadosActivos
5373,"CoruÃ±a, A",15,61.7,2013,1,ParadosActivos
5374,Cuenca,16,15.1,2013,1,ParadosActivos
5375,Gipuzkoa,20,23.4,2013,1,ParadosActivos
5376,Girona,17,47.2,2013,1,ParadosActivos
5377,Granada,18,91.8,2013,1,ParadosActivos
5378,Guadalajara,19,17.1,2013,1,ParadosActivos
5379,Huelva,21,42.0,2013,1,ParadosActivos
5380,Huesca,22,9.5,2013,1,ParadosActivos
5381,JaÃ©n,23,52.6,2013,1,ParadosActivos
5382,LeÃ³n,24,32.1,2013,1,ParadosActivos
5383,Lleida,25,17.7,2013,1,ParadosActivos
5384,Lugo,27,17.1,2013,1,ParadosActivos
5385,Madrid,28,363.1,2013,1,ParadosActivos
5386,MÃ¡laga,29,159.2,2013,1,ParadosActivos
5387,Murcia,30,108.6,2013,1,ParadosActivos
5388,Navarra,31,28.4,2013,1,ParadosActivos
5389,Ourense,32,21.2,2013,1,ParadosActivos
5390,Palencia,34,8.2,2013,1,ParadosActivos
5391,"Palmas, Las",35,122.3,2013,1,ParadosActivos
5392,Pontevedra,36,60.8,2013,1,ParadosActivos
5393,"Rioja, La",26,14.6,2013,1,ParadosActivos
5394,Salamanca,37,21.7,2013,1,ParadosActivos
5395,Santa Cruz de Tenerife,38,110.0,2013,1,ParadosActivos
5396,Segovia,40,7.7,2013,1,ParadosActivos
5397,Sevilla,41,170.4,2013,1,ParadosActivos
5398,Soria,42,3.2,2013,1,ParadosActivos
5399,Tarragona,43,61.5,2013,1,ParadosActivos
5400,Teruel,44,5.7,2013,1,ParadosActivos
5401,Toledo,45,67.9,2013,1,ParadosActivos
5402,Valencia/ValÃ¨ncia,46,203.5,2013,1,ParadosActivos
5403,Valladolid,47,27.1,2013,1,ParadosActivos
5404,Zamora,49,11.4,2013,1,ParadosActivos
5405,Zaragoza,50,63.7,2013,1,ParadosActivos
5406,Ceuta,51,11.8,2013,1,ParadosActivos
5407,Melilla,52,5.5,2013,1,ParadosActivos
5408,Albacete,2,105.7,2013,1,Servicios
5409,Alicante/Alacant,3,527.9,2013,1,Servicios
5410,AlmerÃ­a,4,215.4,2013,1,Servicios
5411,Araba/Ã�lava,1,96.0,2013,1,Servicios
5412,Asturias,33,310.7,2013,1,Servicios
5413,Ã�vila,5,43.9,2013,1,Servicios
5414,Badajoz,6,189.8,2013,1,Servicios
5415,"Balears, Illes",7,446.0,2013,1,Servicios
5416,Barcelona,8,1815.0,2013,1,Servicios
5417,Bizkaia,48,379.3,2013,1,Servicios
5418,Burgos,9,100.5,2013,1,Servicios
5419,CÃ¡ceres,10,102.7,2013,1,Servicios
5420,CÃ¡diz,11,349.4,2013,1,Servicios
5421,Cantabria,39,179.6,2013,1,Servicios
5422,CastellÃ³n/CastellÃ³,12,161.2,2013,1,Servicios
5423,Ciudad Real,13,119.1,2013,1,Servicios
5424,CÃ³rdoba,14,206.0,2013,1,Servicios
5425,"CoruÃ±a, A",15,360.7,2013,1,Servicios
5426,Cuenca,16,46.0,2013,1,Servicios
5427,Gipuzkoa,20,210.5,2013,1,Servicios
5428,Girona,17,228.9,2013,1,Servicios
5429,Granada,18,256.0,2013,1,Servicios
5430,Guadalajara,19,90.1,2013,1,Servicios
5431,Huelva,21,127.9,2013,1,Servicios
5432,Huesca,22,64.9,2013,1,Servicios
5433,JaÃ©n,23,158.9,2013,1,Servicios
5434,LeÃ³n,24,132.6,2013,1,Servicios
5435,Lleida,25,133.3,2013,1,Servicios
5436,Lugo,27,89.1,2013,1,Servicios
5437,Madrid,28,2597.8,2013,1,Servicios
5438,MÃ¡laga,29,509.7,2013,1,Servicios
5439,Murcia,30,397.8,2013,1,Servicios
5440,Navarra,31,179.6,2013,1,Servicios
5441,Ourense,32,82.2,2013,1,Servicios
5442,Palencia,34,47.4,2013,1,Servicios
5443,"Palmas, Las",35,397.8,2013,1,Servicios
5444,Pontevedra,36,260.1,2013,1,Servicios
5445,"Rioja, La",26,81.6,2013,1,Servicios
5446,Salamanca,37,99.6,2013,1,Servicios
5447,Santa Cruz de Tenerife,38,336.9,2013,1,Servicios
5448,Segovia,40,48.9,2013,1,Servicios
5449,Sevilla,41,587.2,2013,1,Servicios
5450,Soria,42,24.8,2013,1,Servicios
5451,Tarragona,43,240.0,2013,1,Servicios
5452,Teruel,44,35.6,2013,1,Servicios
5453,Toledo,45,191.8,2013,1,Servicios
5454,Valencia/ValÃ¨ncia,46,797.8,2013,1,Servicios
5455,Valladolid,47,168.3,2013,1,Servicios
5456,Zamora,49,40.4,2013,1,Servicios
5457,Zaragoza,50,300.8,2013,1,Servicios
5458,Ceuta,51,27.5,2013,1,Servicios
5459,Melilla,52,26.8,2013,1,Servicios
5460,Albacete,2,12.6,2013,2,Agricultura
5461,Alicante/Alacant,3,30.6,2013,2,Agricultura
5462,AlmerÃ­a,4,63.6,2013,2,Agricultura
5463,Araba/Ã�lava,1,4.6,2013,2,Agricultura
5464,Asturias,33,17.6,2013,2,Agricultura
5465,Ã�vila,5,7.1,2013,2,Agricultura
5466,Badajoz,6,34.8,2013,2,Agricultura
5467,"Balears, Illes",7,6.3,2013,2,Agricultura
5468,Barcelona,8,12.6,2013,2,Agricultura
5469,Bizkaia,48,7.6,2013,2,Agricultura
5470,Burgos,9,8.0,2013,2,Agricultura
5471,CÃ¡ceres,10,17.8,2013,2,Agricultura
5472,CÃ¡diz,11,17.3,2013,2,Agricultura
5473,Cantabria,39,9.1,2013,2,Agricultura
5474,CastellÃ³n/CastellÃ³,12,13.2,2013,2,Agricultura
5475,Ciudad Real,13,21.5,2013,2,Agricultura
5476,CÃ³rdoba,14,49.0,2013,2,Agricultura
5477,"CoruÃ±a, A",15,27.0,2013,2,Agricultura
5478,Cuenca,16,13.3,2013,2,Agricultura
5479,Gipuzkoa,20,3.5,2013,2,Agricultura
5480,Girona,17,9.7,2013,2,Agricultura
5481,Granada,18,44.7,2013,2,Agricultura
5482,Guadalajara,19,2.8,2013,2,Agricultura
5483,Huelva,21,56.1,2013,2,Agricultura
5484,Huesca,22,11.4,2013,2,Agricultura
5485,JaÃ©n,23,43.4,2013,2,Agricultura
5486,LeÃ³n,24,12.5,2013,2,Agricultura
5487,Lleida,25,24.1,2013,2,Agricultura
5488,Lugo,27,25.6,2013,2,Agricultura
5489,Madrid,28,13.1,2013,2,Agricultura
5490,MÃ¡laga,29,24.3,2013,2,Agricultura
5491,Murcia,30,89.7,2013,2,Agricultura
5492,Navarra,31,18.4,2013,2,Agricultura
5493,Ourense,32,6.2,2013,2,Agricultura
5494,Palencia,34,7.2,2013,2,Agricultura
5495,"Palmas, Las",35,13.3,2013,2,Agricultura
5496,Pontevedra,36,22.9,2013,2,Agricultura
5497,"Rioja, La",26,10.4,2013,2,Agricultura
5498,Salamanca,37,9.2,2013,2,Agricultura
5499,Santa Cruz de Tenerife,38,15.3,2013,2,Agricultura
5500,Segovia,40,7.6,2013,2,Agricultura
5501,Sevilla,41,57.7,2013,2,Agricultura
5502,Soria,42,3.6,2013,2,Agricultura
5503,Tarragona,43,20.0,2013,2,Agricultura
5504,Teruel,44,4.6,2013,2,Agricultura
5505,Toledo,45,16.0,2013,2,Agricultura
5506,Valencia/ValÃ¨ncia,46,35.4,2013,2,Agricultura
5507,Valladolid,47,9.5,2013,2,Agricultura
5508,Zamora,49,8.2,2013,2,Agricultura
5509,Zaragoza,50,22.1,2013,2,Agricultura
5510,Ceuta,51,0.0,2013,2,Agricultura
5511,Melilla,52,0.0,2013,2,Agricultura
5512,Albacete,2,11.7,2013,2,Construccion
5513,Alicante/Alacant,3,52.1,2013,2,Construccion
5514,AlmerÃ­a,4,22.1,2013,2,Construccion
5515,Araba/Ã�lava,1,7.5,2013,2,Construccion
5516,Asturias,33,30.5,2013,2,Construccion
5517,Ã�vila,5,6.6,2013,2,Construccion
5518,Badajoz,6,20.7,2013,2,Construccion
5519,"Balears, Illes",7,46.7,2013,2,Construccion
5520,Barcelona,8,142.1,2013,2,Construccion
5521,Bizkaia,48,33.3,2013,2,Construccion
5522,Burgos,9,12.4,2013,2,Construccion
5523,CÃ¡ceres,10,16.3,2013,2,Construccion
5524,CÃ¡diz,11,31.5,2013,2,Construccion
5525,Cantabria,39,20.4,2013,2,Construccion
5526,CastellÃ³n/CastellÃ³,12,17.9,2013,2,Construccion
5527,Ciudad Real,13,19.2,2013,2,Construccion
5528,CÃ³rdoba,14,20.8,2013,2,Construccion
5529,"CoruÃ±a, A",15,34.8,2013,2,Construccion
5530,Cuenca,16,6.8,2013,2,Construccion
5531,Gipuzkoa,20,22.1,2013,2,Construccion
5532,Girona,17,32.6,2013,2,Construccion
5533,Granada,18,22.9,2013,2,Construccion
5534,Guadalajara,19,8.3,2013,2,Construccion
5535,Huelva,21,8.8,2013,2,Construccion
5536,Huesca,22,8.1,2013,2,Construccion
5537,JaÃ©n,23,15.0,2013,2,Construccion
5538,LeÃ³n,24,15.6,2013,2,Construccion
5539,Lleida,25,14.6,2013,2,Construccion
5540,Lugo,27,10.2,2013,2,Construccion
5541,Madrid,28,176.6,2013,2,Construccion
5542,MÃ¡laga,29,49.8,2013,2,Construccion
5543,Murcia,30,42.6,2013,2,Construccion
5544,Navarra,31,17.3,2013,2,Construccion
5545,Ourense,32,9.1,2013,2,Construccion
5546,Palencia,34,5.2,2013,2,Construccion
5547,"Palmas, Las",35,37.3,2013,2,Construccion
5548,Pontevedra,36,33.9,2013,2,Construccion
5549,"Rioja, La",26,10.6,2013,2,Construccion
5550,Salamanca,37,7.8,2013,2,Construccion
5551,Santa Cruz de Tenerife,38,29.8,2013,2,Construccion
5552,Segovia,40,5.5,2013,2,Construccion
5553,Sevilla,41,47.9,2013,2,Construccion
5554,Soria,42,3.6,2013,2,Construccion
5555,Tarragona,43,32.6,2013,2,Construccion
5556,Teruel,44,6.3,2013,2,Construccion
5557,Toledo,45,28.4,2013,2,Construccion
5558,Valencia/ValÃ¨ncia,46,75.7,2013,2,Construccion
5559,Valladolid,47,19.5,2013,2,Construccion
5560,Zamora,49,6.3,2013,2,Construccion
5561,Zaragoza,50,25.9,2013,2,Construccion
5562,Ceuta,51,0.6,2013,2,Construccion
5563,Melilla,52,2.2,2013,2,Construccion
5564,Albacete,2,22.2,2013,2,Industria
5565,Alicante/Alacant,3,117.3,2013,2,Industria
5566,AlmerÃ­a,4,12.5,2013,2,Industria
5567,Araba/Ã�lava,1,36.1,2013,2,Industria
5568,Asturias,33,57.8,2013,2,Industria
5569,Ã�vila,5,6.0,2013,2,Industria
5570,Badajoz,6,30.7,2013,2,Industria
